accuracy,auc,f1_score,loss,val_accuracy,val_auc,val_f1_score,val_loss,learning_rate
0.011250000447034836,0.5146413445472717,0.005698945373296738,19.014196395874023,0.07512520998716354,0.5975256562232971,0.017536694183945656,10.214455604553223,9.999999747378752e-05
0.03151785582304001,0.5372247099876404,0.013787892647087574,18.80908966064453,0.1368948221206665,0.6426073908805847,0.03008047491312027,8.937557220458984,9.999999747378752e-05
0.04794642701745033,0.5521464347839355,0.02101835422217846,18.37681770324707,0.1803005039691925,0.6724998950958252,0.03953360393643379,8.289244651794434,9.999999747378752e-05
0.06526785343885422,0.5669769048690796,0.026000050827860832,17.172609329223633,0.20422926545143127,0.6972324848175049,0.05126814916729927,7.754330158233643,9.999999747378752e-05
0.0860714316368103,0.5819827914237976,0.040116798132658005,15.945596694946289,0.23094046115875244,0.714000940322876,0.07026147842407227,7.270186424255371,9.999999747378752e-05
0.10285714268684387,0.5970459580421448,0.04643106833100319,14.6799898147583,0.2531997859477997,0.7312456369400024,0.09308493882417679,6.719310760498047,9.999999747378752e-05
0.11348214000463486,0.6138975620269775,0.055733077228069305,13.435380935668945,0.27879798412323,0.7470028400421143,0.11401954293251038,6.365764617919922,9.999999747378752e-05
0.13482142984867096,0.6283864974975586,0.06613943725824356,12.560088157653809,0.2977184057235718,0.7633147239685059,0.13808594644069672,5.872159004211426,9.999999747378752e-05
0.1475892812013626,0.642978847026825,0.08140727132558823,11.551857948303223,0.32164719700813293,0.7772882580757141,0.15886744856834412,5.555917263031006,9.999999747378752e-05
0.17107142508029938,0.6582614183425903,0.09862194210290909,10.809964179992676,0.3344463109970093,0.789184033870697,0.16966228187084198,5.277955055236816,9.999999747378752e-05
0.18982142210006714,0.6712871789932251,0.11511954665184021,10.079005241394043,0.35670560598373413,0.8024052977561951,0.19604946672916412,4.906676769256592,9.999999747378752e-05
0.20526786148548126,0.6823106408119202,0.1288977414369583,9.397252082824707,0.3739565908908844,0.8098727464675903,0.2206479012966156,4.756565093994141,9.999999747378752e-05
0.22401785850524902,0.7026281356811523,0.15173327922821045,8.668402671813965,0.3823038339614868,0.820194661617279,0.23213936388492584,4.578245639801025,9.999999747378752e-05
0.23401786386966705,0.7131204605102539,0.1549709290266037,8.217780113220215,0.40011128783226013,0.8308302760124207,0.2563456594944,4.285737037658691,9.999999747378752e-05
0.2455357164144516,0.7205508351325989,0.16483482718467712,7.88455057144165,0.409015029668808,0.8388813138008118,0.26824885606765747,4.172669410705566,9.999999747378752e-05
0.2606250047683716,0.7344477772712708,0.1802709996700287,7.396364212036133,0.4229271113872528,0.8463376760482788,0.2917928695678711,4.0040388107299805,9.999999747378752e-05
0.27071428298950195,0.7433293461799622,0.2001853734254837,7.090954780578613,0.4284919202327728,0.8480523228645325,0.29978132247924805,3.9408175945281982,9.999999747378752e-05
0.2862499952316284,0.7538219094276428,0.2128031849861145,6.688361644744873,0.4379521310329437,0.8520665168762207,0.30975672602653503,3.7773051261901855,9.999999747378752e-05
0.30169641971588135,0.7637338042259216,0.2229335904121399,6.3379106521606445,0.4485253095626831,0.8578231930732727,0.32512256503105164,3.6444880962371826,9.999999747378752e-05
0.31241071224212646,0.7744413614273071,0.23542071878910065,5.977870464324951,0.4496382772922516,0.8671685457229614,0.33244648575782776,3.5147666931152344,9.999999747378752e-05
0.3247321546077728,0.7878952622413635,0.2518981695175171,5.596158981323242,0.4607679545879364,0.8678572773933411,0.34626710414886475,3.4788644313812256,9.999999747378752e-05
0.3315178453922272,0.7918623685836792,0.2637556195259094,5.477076053619385,0.4757929742336273,0.8737760186195374,0.3696192502975464,3.354055881500244,9.999999747378752e-05
0.3474107086658478,0.8003962635993958,0.2818450927734375,5.236133098602295,0.4769059419631958,0.8774132132530212,0.37374967336654663,3.3131048679351807,9.999999747378752e-05
0.35258927941322327,0.8068601489067078,0.284757137298584,5.019294261932373,0.4841402471065521,0.8790073394775391,0.38745933771133423,3.2656216621398926,9.999999747378752e-05
0.36044642329216003,0.8159347772598267,0.29573339223861694,4.822863578796387,0.49415692687034607,0.8836064338684082,0.3985714614391327,3.1276674270629883,9.999999747378752e-05
0.37464284896850586,0.8196644186973572,0.30231648683547974,4.691348552703857,0.5013912320137024,0.8890913128852844,0.4047434329986572,3.0751590728759766,9.999999747378752e-05
0.3824999928474426,0.8288080096244812,0.3171654939651489,4.459859371185303,0.5047301054000854,0.8894597887992859,0.4104921221733093,3.0048282146453857,9.999999747378752e-05
0.3942857086658478,0.8356715440750122,0.3303033113479614,4.287512302398682,0.5114079117774963,0.8911316394805908,0.41980838775634766,2.986299753189087,9.999999747378752e-05
0.4079464375972748,0.8443535566329956,0.34148290753364563,4.070335865020752,0.5147467851638794,0.8932056427001953,0.42388567328453064,2.904752492904663,9.999999747378752e-05
0.41285714507102966,0.8468868136405945,0.35445940494537354,3.986231803894043,0.5091819763183594,0.8978940844535828,0.42213040590286255,2.885589838027954,9.999999747378752e-05
0.42517855763435364,0.8538236021995544,0.3626806437969208,3.8510665893554688,0.5164162516593933,0.8996634483337402,0.43382418155670166,2.832427740097046,9.999999747378752e-05
0.43437498807907104,0.8604547381401062,0.3762921690940857,3.7274539470672607,0.5191986560821533,0.9019060730934143,0.43227827548980713,2.8047380447387695,9.999999747378752e-05
0.43758928775787354,0.8670676350593567,0.3839336335659027,3.5919182300567627,0.5214245915412903,0.9049216508865356,0.4378960430622101,2.7292215824127197,9.999999747378752e-05
0.4402678608894348,0.8691016435623169,0.38241925835609436,3.510711908340454,0.5236505270004272,0.9070936441421509,0.4436158537864685,2.700505018234253,9.999999747378752e-05
0.4457142949104309,0.8762395977973938,0.38953739404678345,3.3973755836486816,0.5219810605049133,0.9082388877868652,0.4446661174297333,2.667036771774292,9.999999747378752e-05
0.4612500071525574,0.8795645833015442,0.41155514121055603,3.272693157196045,0.5286588668823242,0.9099080562591553,0.45443490147590637,2.625809669494629,9.999999747378752e-05
0.4650000035762787,0.8814200758934021,0.41479402780532837,3.1843714714050293,0.534223735332489,0.9093593955039978,0.4585556089878082,2.6031792163848877,9.999999747378752e-05
0.47633928060531616,0.8882827162742615,0.42721331119537354,3.11942458152771,0.539232075214386,0.9118157029151917,0.46920672059059143,2.554283380508423,9.999999747378752e-05
0.47410714626312256,0.8914058208465576,0.4217854142189026,3.0474836826324463,0.5403450131416321,0.915208637714386,0.47267401218414307,2.526395082473755,9.999999747378752e-05
0.48642855882644653,0.8994755744934082,0.4383779764175415,2.915466070175171,0.539232075214386,0.9159150123596191,0.4729275703430176,2.493932008743286,9.999999747378752e-05
0.48303571343421936,0.8992434144020081,0.43673405051231384,2.855471134185791,0.5364496111869812,0.9178615808486938,0.46997541189193726,2.465169906616211,9.999999747378752e-05
0.4903571307659149,0.9041013717651367,0.4430738389492035,2.811060905456543,0.542014479637146,0.9180522561073303,0.4808364808559418,2.453704595565796,9.999999747378752e-05
0.5034821629524231,0.9093506336212158,0.45427629351615906,2.694258451461792,0.544796884059906,0.9183937907218933,0.47931501269340515,2.416189432144165,9.999999747378752e-05
