acc,auc,f1_score,loss,val_acc,val_auc,val_f1_score,val_loss
0.3679065406322479,0.9454190135002136,0.21951286494731903,3.1450037956237793,0.3967723846435547,0.9478431344032288,0.244392529129982,2.9207961559295654
0.4593466818332672,0.9650034308433533,0.3238423764705658,2.5792505741119385,0.4674457311630249,0.9594627618789673,0.31882718205451965,2.4960179328918457
0.5375536680221558,0.9744569659233093,0.4230094254016876,2.176753282546997,0.5153032541275024,0.9692450761795044,0.3787856996059418,2.188478708267212
0.5959704518318176,0.9820066690444946,0.50673907995224,1.8691405057907104,0.5542570948600769,0.9727028012275696,0.42837128043174744,1.962654948234558
0.6404387354850769,0.9855610132217407,0.5716528296470642,1.6376572847366333,0.5859766006469727,0.9758481979370117,0.4877437949180603,1.7962340116500854
0.6737005114555359,0.9879142045974731,0.6224150657653809,1.4539949893951416,0.6032276153564453,0.9770140051841736,0.5193792581558228,1.6723591089248657
0.7057701349258423,0.9897350072860718,0.6670627593994141,1.312269687652588,0.6154702305793762,0.9778712391853333,0.5387053489685059,1.5770066976547241
0.7330710291862488,0.9915539622306824,0.7069529891014099,1.1956098079681396,0.6271563768386841,0.9784804582595825,0.5593120455741882,1.5051465034484863
0.7545303106307983,0.9924346208572388,0.7338533401489258,1.1016106605529785,0.6432943940162659,0.9794959425926208,0.5821491479873657,1.4455002546310425
0.7747973203659058,0.9935229420661926,0.7594765424728394,1.019548773765564,0.6494156718254089,0.9793494939804077,0.5927267670631409,1.3967316150665283
0.7882689833641052,0.9941263198852539,0.77199387550354,0.9479182958602905,0.6594324111938477,0.9793221950531006,0.6062304377555847,1.3576914072036743
0.8044825792312622,0.9955243468284607,0.7926813960075378,0.8855989575386047,0.6666666865348816,0.9785323739051819,0.6177449822425842,1.325047492980957
0.820696234703064,0.9959942698478699,0.8130776286125183,0.8284987807273865,0.6750138998031616,0.9784877300262451,0.6265140175819397,1.2958341836929321
0.8299952149391174,0.9963478446006775,0.8229714632034302,0.7763769030570984,0.6750138998031616,0.9786509275436401,0.6256665587425232,1.273163914680481
0.8432283997535706,0.9968116879463196,0.8375160098075867,0.7315079569816589,0.6816917061805725,0.9788196086883545,0.6329183578491211,1.2519593238830566
0.853361964225769,0.9970442056655884,0.8512766361236572,0.686833381652832,0.6828047037124634,0.978989839553833,0.637336790561676,1.2333505153656006
0.8623033165931702,0.9976693987846375,0.8599429130554199,0.6496900916099548,0.6944907903671265,0.9788193702697754,0.649451732635498,1.2193177938461304
0.8681449890136719,0.997922420501709,0.8663671612739563,0.6116675138473511,0.6917083859443665,0.977576494216919,0.6459574103355408,1.2063227891921997
0.8781592845916748,0.998258650302887,0.8810393214225769,0.5748854279518127,0.6950473189353943,0.9768577814102173,0.6537660360336304,1.1951782703399658
0.8872198462486267,0.9981040954589844,0.8865193128585815,0.5467631816864014,0.6983861923217773,0.9761216640472412,0.6548328399658203,1.1823391914367676
0.8956843018531799,0.9984732866287231,0.89674311876297,0.517182469367981,0.7017251253128052,0.9761799573898315,0.658852756023407,1.175540804862976
0.9011683464050293,0.9987215995788574,0.9021764993667603,0.49151021242141724,0.7056204676628113,0.9757094383239746,0.6644507050514221,1.1692864894866943
0.9085598587989807,0.9988229274749756,0.9100547432899475,0.46588239073753357,0.7045075297355652,0.9752463102340698,0.6637556552886963,1.161363124847412
0.9157129526138306,0.9989330768585205,0.9178952574729919,0.4413035809993744,0.7056204676628113,0.9741887450218201,0.6662286520004272,1.1563266515731812
0.920720100402832,0.9991642236709595,0.9238458275794983,0.4140079915523529,0.7089594006538391,0.9742703437805176,0.6673219203948975,1.149755835533142
