accuracy,auc,f1_score,loss,val_accuracy,val_auc,val_f1_score,val_loss,learning_rate
0.025803571566939354,0.5715386271476746,0.011017188429832458,6.6656599044799805,0.1613800823688507,0.7315592169761658,0.03688688948750496,4.647470951080322,9.689149737823755e-05
0.08348214626312256,0.6594721674919128,0.03421428054571152,5.715557098388672,0.23094046115875244,0.831662654876709,0.07718650251626968,3.920710563659668,9.387962199980393e-05
0.1463392823934555,0.7466509938240051,0.08372417092323303,4.771986484527588,0.2938230335712433,0.8916061520576477,0.1587371975183487,3.4174258708953857,9.096137364394963e-05
0.2095535695552826,0.8143562078475952,0.142955482006073,4.078934192657471,0.35837507247924805,0.9183147549629211,0.22959883511066437,3.058213233947754,8.813384192762896e-05
0.27098214626312256,0.857139527797699,0.20791451632976532,3.604672908782959,0.4173622727394104,0.9320947527885437,0.29676562547683716,2.801370620727539,8.539420377928764e-05
0.32026785612106323,0.8881003260612488,0.2628151476383209,3.255056142807007,0.45353367924690247,0.941348671913147,0.3472903370857239,2.613013505935669,8.273972343886271e-05
0.3616071343421936,0.9047995805740356,0.3098876178264618,3.0145702362060547,0.4780189096927643,0.9470118284225464,0.37629157304763794,2.4844918251037598,8.016775973374024e-05
0.39500001072883606,0.920457661151886,0.3452809751033783,2.7994260787963867,0.5069560408592224,0.9509828090667725,0.41764819622039795,2.3783950805664062,7.767574425088242e-05
0.42598214745521545,0.9281198978424072,0.3848530352115631,2.6486518383026123,0.5175291895866394,0.9541192054748535,0.4379744827747345,2.2971031665802,7.52611958887428e-05
0.44624999165534973,0.9363521337509155,0.4103775918483734,2.5324695110321045,0.5336672067642212,0.955314040184021,0.4564708173274994,2.232272148132324,7.29216990293935e-05
0.46392858028411865,0.9438603520393372,0.4312553405761719,2.4143049716949463,0.5481357574462891,0.9577829837799072,0.47412222623825073,2.179450273513794,7.065492536639795e-05
0.49491071701049805,0.9482240080833435,0.4648185968399048,2.312666177749634,0.5564830303192139,0.9583095908164978,0.48443251848220825,2.1359171867370605,6.845861935289577e-05
0.5134821534156799,0.9510425329208374,0.48782801628112793,2.220925807952881,0.5614913702011108,0.9614246487617493,0.48843085765838623,2.098527193069458,6.633058364968747e-05
0.5295535922050476,0.9547849297523499,0.5071694850921631,2.155747652053833,0.5715080499649048,0.9618520736694336,0.5036635994911194,2.064462184906006,6.426869367714971e-05
0.5413392782211304,0.9585953950881958,0.5207844972610474,2.0886597633361816,0.5742904543876648,0.9618883728981018,0.5071198344230652,2.038799285888672,6.22708976152353e-05
0.5537499785423279,0.9619730114936829,0.5347326397895813,2.0272278785705566,0.5770729184150696,0.9626703262329102,0.5136368274688721,2.013657569885254,6.033520548953675e-05
0.5661607384681702,0.9629989862442017,0.5488427877426147,1.9910104274749756,0.5843071937561035,0.9638980031013489,0.5232592225074768,1.9912867546081543,5.845968553330749e-05
0.5749107003211975,0.9653559923171997,0.5599634051322937,1.9379748106002808,0.5876460671424866,0.963831901550293,0.5274154543876648,1.9685821533203125,5.664246418746188e-05
0.5833035707473755,0.9681729078292847,0.5684324502944946,1.899966835975647,0.5898720026016235,0.9636750817298889,0.5346629023551941,1.956614375114441,5.488173337653279e-05
0.5950000286102295,0.9686576128005981,0.5841851830482483,1.853988528251648,0.5993322134017944,0.9642130136489868,0.5413663387298584,1.9369070529937744,5.31757359567564e-05
0.6063392758369446,0.9707570672035217,0.5939525961875916,1.8255592584609985,0.6004452109336853,0.9644863605499268,0.5413647890090942,1.9248257875442505,5.152276935405098e-05
0.6055356860160828,0.9722578525543213,0.5947042107582092,1.808027744293213,0.5987757444381714,0.9638493657112122,0.5456525683403015,1.9134033918380737,4.992118556401692e-05
0.6135714054107666,0.9723976850509644,0.6048790812492371,1.785447359085083,0.6037840843200684,0.9638272523880005,0.5482434034347534,1.9003890752792358,4.836938387597911e-05
0.6229464411735535,0.9750630855560303,0.6141068935394287,1.7349202632904053,0.6071229577064514,0.9650082588195801,0.5560657978057861,1.8904376029968262,4.6865821786923334e-05
0.6331250071525574,0.9755567908287048,0.6250821352005005,1.7107529640197754,0.6082359552383423,0.9651654362678528,0.5566391348838806,1.8831428289413452,4.5408996811602265e-05
