acc,auc,f1_score,loss,val_acc,val_auc,val_f1_score,val_loss,learning_rate
0.0543355867266655,0.6380941271781921,0.023623956367373466,5.162943363189697,0.20701168477535248,0.808642566204071,0.07529788464307785,4.563437461853027,9.689149737823755e-05
0.17595720291137695,0.8084462881088257,0.08601624518632889,4.440401554107666,0.29604896903038025,0.8959083557128906,0.15415850281715393,3.920517921447754,9.387962199980393e-05
0.2583521008491516,0.8821116089820862,0.16200581192970276,3.9154093265533447,0.35447970032691956,0.9318591356277466,0.2104082703590393,3.4660542011260986,9.096137364394963e-05
0.3151276409626007,0.9152354001998901,0.22053134441375732,3.518024206161499,0.4051196575164795,0.9503000378608704,0.2696835398674011,3.125713348388672,8.813384192762896e-05
0.3629879951477051,0.9344746470451355,0.2804223299026489,3.205603837966919,0.4468558728694916,0.9606847167015076,0.3169214427471161,2.857779026031494,8.539420377928764e-05
0.4015578031539917,0.9485865831375122,0.327405720949173,2.9517219066619873,0.4769059419631958,0.9667019844055176,0.35169410705566406,2.645343780517578,8.273972343886271e-05
0.4393768906593323,0.9557494521141052,0.3735448122024536,2.7515008449554443,0.5119643807411194,0.970676600933075,0.39530330896377563,2.478008985519409,8.016775973374024e-05
0.466310054063797,0.9616185426712036,0.4126180410385132,2.575894355773926,0.5303283333778381,0.9734163284301758,0.42786073684692383,2.3451571464538574,7.767574425088242e-05
0.4922109544277191,0.9671821594238281,0.44060367345809937,2.4291467666625977,0.5509182214736938,0.9744369983673096,0.4593330919742584,2.237185478210449,7.52611958887428e-05
0.5120120048522949,0.969568133354187,0.4698863923549652,2.312940835952759,0.5642737746238708,0.9759368896484375,0.4769313335418701,2.149171829223633,7.29216990293935e-05
0.5332207083702087,0.9722004532814026,0.4997578263282776,2.208621025085449,0.5781858563423157,0.9766943454742432,0.4948063790798187,2.0769968032836914,7.065492536639795e-05
0.5461711883544922,0.9738582372665405,0.5114416480064392,2.1292715072631836,0.5887590646743774,0.9769971966743469,0.5119875073432922,2.0154123306274414,6.845861935289577e-05
0.5726351141929626,0.9768653512001038,0.5448685884475708,2.0460360050201416,0.6004452109336853,0.9777688980102539,0.5300872325897217,1.965343713760376,6.633058364968747e-05
0.5706644058227539,0.9763092398643494,0.542575478553772,2.010432243347168,0.6076794862747192,0.9790065288543701,0.539847195148468,1.9209622144699097,6.426869367714971e-05
0.5798611044883728,0.9780046939849854,0.5537161827087402,1.947388768196106,0.6121313571929932,0.9787787795066833,0.5462247729301453,1.8840962648391724,6.22708976152353e-05
0.594782292842865,0.9807029366493225,0.5720502734184265,1.8927001953125,0.6143572330474854,0.9787774085998535,0.5493388175964355,1.8522154092788696,6.033520548953675e-05
0.6087650060653687,0.9812749028205872,0.5898821353912354,1.8523633480072021,0.6193656325340271,0.9793199300765991,0.5543030500411987,1.8243656158447266,5.845968553330749e-05
0.6153340935707092,0.9816917777061462,0.5953918099403381,1.802362322807312,0.6249304413795471,0.9789894819259644,0.5635402798652649,1.7997790575027466,5.664246418746188e-05
0.626032292842865,0.9819300174713135,0.6098915934562683,1.7760452032089233,0.6277128458023071,0.9800101518630981,0.5677358508110046,1.7796071767807007,5.488173337653279e-05
0.637575089931488,0.9835659861564636,0.6218969225883484,1.7412958145141602,0.6377295255661011,0.9793694615364075,0.579573392868042,1.7593258619308472,5.31757359567564e-05
0.634759783744812,0.9841189980506897,0.620182991027832,1.7080309391021729,0.642181396484375,0.979306697845459,0.5863077044487,1.7419809103012085,5.152276935405098e-05
0.6417980194091797,0.9836623668670654,0.6264591813087463,1.6889958381652832,0.6432943940162659,0.9792319536209106,0.586264431476593,1.7255783081054688,4.992118556401692e-05
0.6479917168617249,0.983656108379364,0.6336921453475952,1.6740354299545288,0.6477462649345398,0.9793479442596436,0.5932029485702515,1.7128921747207642,4.836938387597911e-05
0.6550300121307373,0.9850879907608032,0.6429937481880188,1.6465297937393188,0.6533110737800598,0.9786553382873535,0.6017930507659912,1.6991467475891113,4.6865821786923334e-05
0.6631006002426147,0.985100507736206,0.6532723903656006,1.6242008209228516,0.6544240117073059,0.9790503978729248,0.6038347482681274,1.6881004571914673,4.5408996811602265e-05
0.6642267107963562,0.9857124090194702,0.6509591937065125,1.6101429462432861,0.6566499471664429,0.9793729782104492,0.6075089573860168,1.6782995462417603,4.399745739647187e-05
0.6637575030326843,0.9851158261299133,0.6573348641395569,1.6088290214538574,0.6577629446983337,0.9789047837257385,0.6098175048828125,1.6690393686294556,4.2629795643733814e-05
0.6695758104324341,0.9861478805541992,0.6636483073234558,1.5796422958374023,0.6611018180847168,0.9792991280555725,0.6140366792678833,1.6596907377243042,4.130464731133543e-05
